release_year,genre,games_count,avg_rating,total_rating_count,release_decade
2021, Arcade,7,72.75383116883117,233,2020
2021, Card & Board Game,5,83.55357142857143,474,2020
2021, Hack and slash/Beat 'em up,12,78.4895568075715,544,2020
2021, Indie,60,81.77763122294373,3120,2020
2021, MOBA,1,75.0,64,2020
2021, Platform,2,87.0,255,2020
2021, Puzzle,11,85.15867216117216,1351,2020
2021, Racing,3,47.0,80,2020
2021, Role-playing (RPG),21,78.23043024227235,1074,2020
2021, Simulator,14,80.64102564102564,650,2020
2021, Sport,6,82.90079365079366,213,2020
2021, Strategy,15,82.77785714285714,930,2020
2021, Tactical,5,86.3125,257,2020
2021, Turn-based strategy (TBS),10,79.0345238095238,340,2020
2021, Visual Novel,5,84.0625,223,2020
2021,Adventure,12,78.72957162663045,762,2020
2021,Arcade,1,80.83333333333333,19,2020
2021,Card & Board Game,1,79.33333333333333,44,2020
2021,Fighting,8,76.9031746031746,258,2020
2021,Hack and slash/Beat 'em up,1,69.4,24,2020
2021,Indie,2,,72,2020
2021,Music,2,80.0,84,2020
2021,Platform,18,82.22406204906206,1521,2020
2021,Point-and-click,7,85.20138888888889,487,2020
2021,Puzzle,11,84.83482142857143,666,2020
2021,Racing,4,82.94097222222223,318,2020
2021,Real Time Strategy (RTS),1,81.57142857142857,87,2020
2021,Role-playing (RPG),38,83.86026848228215,2292,2020
2021,Shooter,28,79.26049198121567,2632,2020
2021,Simulator,9,80.80267857142857,300,2020
2021,Strategy,1,75.0,64,2020
2022, Adventure,74,80.77020061135447,6964,2020
2022, Arcade,9,81.71071428571429,568,2020
2022, Card & Board Game,3,82.5,170,2020
2022, Hack and slash/Beat 'em up,9,79.92551892551893,992,2020
2022, Indie,48,82.19594017094018,3045,2020
2022, Music,1,86.16666666666667,65,2020
2022, Platform,2,85.41666666666666,135,2020
2022, Puzzle,7,85.16666666666666,278,2020
2022, Role-playing (RPG),13,80.87142857142857,621,2020
2022, Shooter,2,79.78571428571428,57,2020
2022, Simulator,18,81.46809523809523,635,2020
2022, Sport,10,82.35285714285715,300,2020
2022, Strategy,15,82.45370370370371,559,2020
2022, Tactical,7,85.41587301587302,190,2020
2022, Turn-based strategy (TBS),8,82.47222222222221,400,2020
2022, Visual Novel,6,83.95833333333333,243,2020
2022,Adventure,7,80.95285714285714,567,2020
2022,Fighting,4,78.94047619047619,182,2020
2022,Hack and slash/Beat 'em up,3,81.30357142857143,213,2020
2022,Platform,8,84.88645833333334,742,2020
2022,Point-and-click,9,86.42857142857143,375,2020
2022,Puzzle,15,81.12929292929293,799,2020
2022,Racing,4,83.9125,148,2020
2022,Real Time Strategy (RTS),1,78.33333333333333,33,2020
2022,Role-playing (RPG),33,81.42974438755688,3906,2020
2022,Shooter,23,76.82024379129642,1604,2020
2022,Simulator,13,79.36785714285715,677,2020
2022,Sport,1,69.28571428571429,16,2020
2022,Strategy,3,87.83333333333333,135,2020
2022,Tactical,1,80.0,34,2020
2023, Adventure,61,83.1253896103896,5131,2020
2023, Arcade,4,81.93650793650794,182,2020
2023, Hack and slash/Beat 'em up,7,82.16428571428571,541,2020
2023, Indie,33,82.72376543209876,1334,2020
2023, MOBA,1,,26,2020
2023, Platform,3,86.58888888888889,339,2020
2023, Puzzle,8,84.16666666666666,683,2020
2023, Role-playing (RPG),16,78.0486111111111,1181,2020
2023, Shooter,2,80.0,227,2020
2023, Simulator,15,84.26527777777778,618,2020
2023, Sport,4,76.75595238095238,183,2020
2023, Strategy,13,84.38181818181819,1032,2020
2023, Tactical,9,84.75,1194,2020
2023, Turn-based strategy (TBS),8,88.05729166666667,1014,2020
2023, Visual Novel,4,84.08333333333334,156,2020
2023,Adventure,5,80.58412698412698,304,2020
2023,Fighting,6,76.74404761904762,560,2020
2023,Hack and slash/Beat 'em up,1,87.0,163,2020
2023,Indie,1,,113,2020
2023,Music,1,86.16666666666667,119,2020
2023,Platform,8,86.61458333333333,489,2020
2023,Point-and-click,5,83.0,190,2020
2023,Puzzle,6,84.6388888888889,234,2020
2023,Racing,3,78.3888888888889,86,2020
2023,Real Time Strategy (RTS),2,89.25,52,2020
2023,Role-playing (RPG),25,84.5501984126984,2920,2020
2023,Shooter,29,80.368115942029,2466,2020
2023,Simulator,6,74.97142857142858,259,2020
2023,Strategy,1,,26,2020
2024, Adventure,41,80.90147907647908,2178,2020
2024, Card & Board Game,1,91.2,90,2020
2024, Hack and slash/Beat 'em up,4,82.42222222222223,301,2020
2024, Indie,17,81.44945887445887,1025,2020
2024, MOBA,1,,40,2020
2024, Puzzle,2,80.66666666666666,73,2020
2024, Role-playing (RPG),8,64.85416666666667,578,2020
2024, Simulator,2,57.0625,189,2020
2024, Sport,1,75.33333333333333,24,2020
2024, Strategy,9,77.02083333333333,577,2020
2024, Tactical,2,86.8,215,2020
2024, Turn-based strategy (TBS),1,88.5,51,2020
2024,Adventure,8,67.2047619047619,342,2020
2024,Fighting,3,82.1031746031746,187,2020
2024,Platform,5,85.9047619047619,187,2020
2024,Puzzle,3,82.2,127,2020
2024,Role-playing (RPG),21,85.56875,1044,2020
2024,Shooter,15,69.74166666666666,1030,2020
2024,Simulator,7,85.83333333333333,350,2020
2024,Strategy,1,91.2,90,2020
